iter	Logloss
643	0.234659078
644	0.2346454517
645	0.2346300062
646	0.2346192179
647	0.2346073018
648	0.2345972776
649	0.2345824324
650	0.2345689881
651	0.2345500859
652	0.2345304743
653	0.2345226696
654	0.2345061689
655	0.2344897228
656	0.2344772426
657	0.2344575218
658	0.234446588
659	0.2344168067
660	0.234398796
661	0.2343814584
662	0.2343697423
663	0.23435668
664	0.2343404704
665	0.2343305554
666	0.2343030117
667	0.2342951707
668	0.2342805802
669	0.2342583124
670	0.2342476879
671	0.2342304231
672	0.2342181795
673	0.2341925461
674	0.2341757724
675	0.2341657665
676	0.234149666
677	0.2341268343
678	0.234110188
679	0.234091395
680	0.2340733115
681	0.2340582116
682	0.2340487333
683	0.2340404192
684	0.234030577
685	0.2340055076
686	0.2339884793
687	0.2339735977
688	0.2339556052
689	0.2339363755
690	0.2339227857
691	0.2339133073
692	0.2338939321
693	0.2338706274
694	0.2338556548
695	0.2338469769
696	0.2338241634
697	0.233812138
698	0.2337969836
699	0.2337868139
700	0.23377115
701	0.2337570325
702	0.2337323815
703	0.2337162265
704	0.2336972697
705	0.2336773852
706	0.2336629584
707	0.2336423098
708	0.2336076892
709	0.2335932988
710	0.2335815282
711	0.2335395214
712	0.2335203464
713	0.2335009712
714	0.2334890368
715	0.2334733548
716	0.2334618388
717	0.2334397712
718	0.2334261813
719	0.2334136284
720	0.2334037679
721	0.233386212
722	0.2333738047
723	0.2333542112
724	0.2333469523
725	0.2333152244
726	0.2333014708
727	0.2332934842
728	0.2332763831
729	0.2332660133
730	0.2332503313
731	0.2332307924
732	0.2332151831
733	0.2332062141
734	0.2331846013
735	0.2331762326
736	0.2331632795
737	0.2331501444
738	0.2331409571
739	0.2331225644
740	0.2330975495
741	0.23307399
742	0.2330447363
743	0.2330331839
744	0.2330223048
745	0.2330038574
746	0.2329768232
747	0.2329597221
748	0.2329441492
749	0.2329273574
750	0.2329069452
751	0.2328947016
752	0.2328785829
753	0.2328542412
754	0.2328421977
755	0.2328291172
756	0.2328206394
757	0.2328074315
758	0.2327848909
759	0.2327654611
760	0.2327497427
761	0.2327262924
762	0.2327181057
763	0.2327062259
764	0.2326889611
765	0.2326789915
766	0.2326706775
767	0.2326574514
768	0.2326462994
769	0.2326313632
770	0.23261841
771	0.2325968154
772	0.2325791867
773	0.2325497692
774	0.2325250636
775	0.2325151486
776	0.2325015224
777	0.2324876778
778	0.2324671747
779	0.2324532573
780	0.2324399403
781	0.2324176179
782	0.2324097405
783	0.2323980426
784	0.2323586738
785	0.2323376249
786	0.2323183771
787	0.2323084257
788	0.2322905242
789	0.2322724771
790	0.232227614
791	0.2322167166
792	0.2322074202
793	0.2321819323
794	0.2321733272
795	0.232161502
796	0.2321488763
797	0.2321321573
798	0.2321084705
799	0.2320969363
800	0.2320802537
801	0.232068483
802	0.2320565487
803	0.232036555
804	0.2320263307
805	0.2319946755
806	0.2319865616
807	0.2319784659
808	0.2319474111
809	0.2319356768
810	0.2319261439
811	0.2318987639
812	0.2318921782
813	0.2318632883
814	0.2318499349
815	0.2318293772
816	0.2318210268
817	0.2318122944
818	0.2318003964
819	0.2317903358
820	0.2317784197
821	0.2317719977
822	0.2317591355
823	0.2317496935
824	0.2317285173
825	0.2317138358
826	0.231703466
827	0.2316936784
828	0.2316500706
829	0.2316398282
830	0.2316130486
831	0.2316001318
832	0.231588252
833	0.2315750806
834	0.2315633645
835	0.2315507934
836	0.2315282163
837	0.2315170279
838	0.231508259
839	0.2314993628
840	0.2314840446
841	0.2314692904
842	0.2314502063
843	0.2314268834
844	0.2313983391
845	0.231387751
846	0.2313694492
847	0.231356023
848	0.2313381215
849	0.2313172363
850	0.2313006265
851	0.2312950231
852	0.2312734649
853	0.2312630223
854	0.2312528526
855	0.2312387351
856	0.2312312398
857	0.231195564
858	0.2311832658
859	0.2311732234
860	0.231159106
861	0.2311439151
862	0.231136256
863	0.2311150252
864	0.2311013625
865	0.2310905197
866	0.2310785853
867	0.23106203
868	0.2310503322
869	0.2310398714
870	0.2310264453
871	0.2310117092
872	0.2309911697
873	0.2309756696
874	0.2309642082
875	0.2309475802
876	0.2309343177
877	0.2309213828
878	0.2309069196
879	0.2308826507
880	0.230863985
881	0.2308371691
882	0.2308285458
883	0.2308048408
884	0.2307927063
885	0.2307828277
886	0.2307691468
887	0.2307603052
888	0.2307439136
889	0.2307314517
890	0.2307160243
891	0.2307065823
892	0.2306963399
893	0.2306886626
894	0.2306617557
895	0.2306514041
896	0.2306346305
897	0.2306166379
898	0.2306051402
899	0.2305907134
900	0.2305827451
901	0.2305714656
902	0.2305422482
903	0.2305280398
904	0.2305099017
905	0.2304985859
906	0.2304891076
907	0.2304688773
908	0.2304567065
909	0.2304437533
910	0.2304310549
911	0.2304107337
912	0.2304023287
913	0.230391777
914	0.2303787328
915	0.2303660526
916	0.2303484421
917	0.2303304132
918	0.23031897
919	0.2303101648
920	0.230296393
921	0.2302877333
922	0.2302799286
923	0.2302546045
924	0.2302419242
925	0.2302285344
926	0.2302186376
927	0.2301988259
928	0.2301785957
929	0.2301704999
930	0.2301500514
931	0.2301305671
932	0.2301191967
933	0.2300941454
934	0.2300854857
935	0.2300700766
936	0.2300543218
937	0.2300414414
938	0.2300295798
939	0.2300155532
940	0.2299940496
941	0.2299823881
942	0.2299709085
943	0.2299587558
944	0.2299475856
945	0.2299186957
946	0.2299046873
947	0.2298951362
948	0.2298702669
949	0.2298588783
950	0.2298427414
951	0.2298291515
952	0.2298219108
953	0.2298125052
954	0.229780559
955	0.2297665506
956	0.2297566357
957	0.2297472301
958	0.2297401895
959	0.2297206324
960	0.2297100989
961	0.2296955084
962	0.2296787712
963	0.2296707482
964	0.2296543567
965	0.2296446236
966	0.229635309
967	0.2296162249
968	0.2296014707
969	0.2295870621
970	0.2295712163
971	0.2295560437
972	0.2295441457
973	0.2295343398
974	0.2295275904
975	0.2295106348
976	0.2294984458
977	0.2294838917
978	0.2294712842
979	0.2294588404
980	0.2294421759
981	0.2294323883
982	0.2294225643
983	0.2294132678
984	0.2293967671
985	0.2293805575
986	0.2293656031
987	0.2293358582
988	0.2293182477
989	0.2293092424
990	0.2292990727
991	0.2292763501
992	0.2292680906
993	0.2292528088
994	0.2292327969
995	0.2292215175
996	0.2292097832
997	0.2291976669
998	0.2291879157
999	0.2291777642
